"customer_id","date","location","category","sub_category","channel","tone_urgency","message"
"CUST-10716","2026-05-06","Doylestown, PA","Service","Slow service","DoorDash","Low","Service was extremely slow even though the restaurant was not busy."
"CUST-30287","2026-01-09","Philadelphia, PA","Delivery","Late delivery","DoorDash","Moderate","The delivery estimate kept changing and my food arrived much later than promised."
"CUST-64162","2025-12-20","Princeton, NJ","Delivery","Damaged/spilled","DoorDash","Moderate","My street corn was crushed during delivery."
"CUST-62183","2026-05-23","Warrington, PA","Cleanliness","Restroom","Google Review","High","The restroom was dirty and out of soap."
"CUST-62502","2025-10-22","King of Prussia, PA","App & Online Ordering","Menu mismatch","Website","Low","The app let me order an item that the restaurant said was unavailable."
"CUST-29048","2026-06-22","Allentown, PA","Cleanliness","Food handling","In-store","High","I was concerned by the way employees were handling ready-to-eat ingredients."
"CUST-62513","2026-06-08","Cherry Hill, NJ","App & Online Ordering","Order not received","In-store","Moderate","I placed and paid for an online order, but the store said they never received it."
"CUST-96099","2026-03-13","Princeton, NJ","Delivery","Damaged/spilled","In-store","Low","The delivery bag was damaged and food had spilled inside it."
"CUST-30636","2026-02-01","New Britain, PA","Order Accuracy","Missing item","Phone","Moderate","We got home and realized one of the street corn items was missing. This was especially frustrating because I was ordering during my lunch break."
"CUST-18993","2026-04-23","New Britain, PA","Product Availability","Substitution","In-store","Moderate","The restaurant replaced my breakfast burrito without contacting me."
"CUST-35496","2025-12-20","Allentown, PA","Service","Ignored customer","Phone","Moderate","I had to ask three times before someone would check on my order."
"CUST-54560","2026-05-14","New Britain, PA","App & Online Ordering","Menu mismatch","Website","Moderate","The app let me order an item that the restaurant said was unavailable."
"CUST-54520","2026-05-16","Allentown, PA","Cleanliness","Restroom","Uber Eats","Moderate","The restroom was in poor condition and supplies were empty."
"CUST-64057","2025-11-21","King of Prussia, PA","Billing & Pricing","Duplicate charge","Phone","High","My card was charged twice for the same order. The receipt and order confirmation both show what I originally requested."
"CUST-33394","2026-01-23","Allentown, PA","Service","Rude staff","Website","Moderate","Customer service was poor and the cashier was unnecessarily disrespectful. The receipt and order confirmation both show what I originally requested."
"CUST-44787","2025-11-11","Lansdale, PA","Order Accuracy","Missing item","Phone","Moderate","We got home and realized one of the rice bowl items was missing."
"CUST-80972","2026-07-13","Doylestown, PA","Order Accuracy","Missing item","Uber Eats","Moderate","We got home and realized one of the fish tacos items was missing. This was especially frustrating because I was ordering during my lunch break."
"CUST-76995","2026-04-09","Willow Grove, PA","Cleanliness","Restroom","Mobile App","Urgent","The restroom was in poor condition and supplies were empty."
"CUST-99959","2025-08-17","Warrington, PA","Order Accuracy","Customization ignored","Google Review","Moderate","I requested no cilantro, but that customization was ignored."
"CUST-23205","2025-08-07","King of Prussia, PA","Service","Rude staff","Phone","Moderate","Customer service was poor and the cashier was unnecessarily disrespectful."
"CUST-65567","2026-01-23","Lansdale, PA","Order Accuracy","Wrong item","Google Review","Low","I ordered a street corn, but received a completely different item. I hope this can be addressed before my next visit."
"CUST-45382","2026-05-22","Lansdale, PA","Service","Slow service","Phone","High","Service was extremely slow even though the restaurant was not busy. I have ordered from Taco Alley before and expected better."
"CUST-92660","2025-10-30","Princeton, NJ","Delivery","Damaged/spilled","DoorDash","Moderate","The bag arrived soaked because the salsa container spilled everywhere."
"CUST-31409","2025-08-25","Doylestown, PA","Service","Slow service","DoorDash","Low","Service was extremely slow even though the restaurant was not busy."
"CUST-83071","2025-12-12","Willow Grove, PA","Food Quality","Stale ingredients","Google Review","Moderate","The tortilla was stale and the vegetables seemed old."
"CUST-47304","2026-06-29","King of Prussia, PA","Order Accuracy","Wrong item","Mobile App","Urgent","I ordered a fish tacos, but received a completely different item."
"CUST-28985","2025-12-25","Warrington, PA","Order Accuracy","Customization ignored","Uber Eats","Moderate","The order clearly said extra guacamole, and the restaurant did not follow it."
"CUST-48188","2025-11-25","Willow Grove, PA","Delivery","Damaged/spilled","Google Review","Low","My breakfast burrito was crushed during delivery. I tried to resolve it at the restaurant but did not get much help."
"CUST-13027","2026-03-19","Warrington, PA","Delivery","Damaged/spilled","DoorDash","Low","My guacamole was crushed during delivery."
"CUST-72021","2025-09-18","Princeton, NJ","Billing & Pricing","Duplicate charge","Website","Urgent","I see two identical charges for one purchase. This was especially frustrating because I was ordering during my lunch break."
"CUST-42426","2025-09-13","Willow Grove, PA","Food Quality","Undercooked/overcooked","DoorDash","Moderate","The meat in the steak burrito was cooked far too long and was tough."
"CUST-80855","2026-01-14","Willow Grove, PA","Service","Rude staff","Uber Eats","Moderate","The employee at the counter was dismissive when I asked about my order. I tried to resolve it at the restaurant but did not get much help."
"CUST-93824","2026-06-20","Princeton, NJ","Service","Rude staff","DoorDash","Moderate","Customer service was poor and the cashier was unnecessarily disrespectful."
"CUST-49789","2026-02-04","Doylestown, PA","Order Accuracy","Wrong item","DoorDash","Low","The bag had someone else's street corn instead of mine."
"CUST-66418","2026-04-02","Willow Grove, PA","Food Quality","Incorrect preparation","Email","Low","The kitchen ignored my request for extra guacamole. Please contact me about a refund or replacement."
"CUST-94671","2026-03-12","Philadelphia, PA","Delivery","Late delivery","DoorDash","Low","The delivery estimate kept changing and my food arrived much later than promised."
"CUST-79722","2026-06-10","Willow Grove, PA","Cleanliness","Dining area","Email","Low","The dining room floor was sticky and covered with food debris."
"CUST-91625","2026-06-13","Allentown, PA","Service","Rude staff","Uber Eats","Low","The employee at the counter was dismissive when I asked about my order."
"CUST-67464","2025-12-23","Doylestown, PA","Food Quality","Cold food","Email","Low","My chicken tacos was cold when I received it."
"CUST-14159","2026-04-13","King of Prussia, PA","Order Accuracy","Missing item","Google Review","Moderate","My order was missing the guacamole."
"CUST-42778","2025-11-01","Philadelphia, PA","Food Quality","Incorrect preparation","Phone","High","I asked for no cilantro, but the rice bowl was made incorrectly."
"CUST-22315","2025-11-10","Princeton, NJ","Cleanliness","Dining area","Uber Eats","Moderate","The seating area looked like it had not been cleaned in hours. This was especially frustrating because I was ordering during my lunch break."
"CUST-93692","2025-08-22","Willow Grove, PA","Delivery","Late delivery","Website","Low","The order was very late and the food was cold by the time it arrived. The receipt and order confirmation both show what I originally requested."
"CUST-46188","2026-01-14","Cherry Hill, NJ","Food Quality","Cold food","In-store","Low","Everything in my order was lukewarm, especially the nachos."
"CUST-99908","2025-12-06","Cherry Hill, NJ","Food Quality","Incorrect preparation","Mobile App","Moderate","I asked for extra guacamole, but the chicken tacos was made incorrectly. This was especially frustrating because I was ordering during my lunch break."
"CUST-51515","2025-09-24","Princeton, NJ","Order Accuracy","Customization ignored","Mobile App","Moderate","I requested mild salsa, but that customization was ignored."
"CUST-15175","2026-01-31","Allentown, PA","Cleanliness","Restroom","Mobile App","Low","The bathroom needed immediate cleaning."
"CUST-71393","2026-05-06","Willow Grove, PA","Billing & Pricing","Duplicate charge","Google Review","Moderate","I see two identical charges for one purchase."
"CUST-93627","2025-12-13","Princeton, NJ","App & Online Ordering","Menu mismatch","Google Review","Moderate","The online menu showed options that this location does not carry. I tried to resolve it at the restaurant but did not get much help."
"CUST-99551","2025-09-02","Allentown, PA","Order Accuracy","Missing item","DoorDash","Low","My order was missing the churros. The receipt and order confirmation both show what I originally requested."
"CUST-18739","2025-09-26","Doylestown, PA","Billing & Pricing","Overcharged","Website","Moderate","My total was incorrect and I appear to have been overcharged."
"CUST-60934","2025-09-20","Allentown, PA","Cleanliness","Dining area","In-store","Moderate","Several tables were dirty and had not been wiped down."
"CUST-37359","2025-09-06","Allentown, PA","Service","Ignored customer","In-store","High","I had to ask three times before someone would check on my order. The receipt and order confirmation both show what I originally requested."
"CUST-17641","2026-03-01","Cherry Hill, NJ","App & Online Ordering","App error","Google Review","High","I kept getting an error when adding items to my cart."
"CUST-40279","2026-04-23","Princeton, NJ","Order Accuracy","Missing item","Website","Low","We got home and realized one of the steak burrito items was missing."
"CUST-93705","2025-10-31","Cherry Hill, NJ","Order Accuracy","Missing item","DoorDash","Moderate","We got home and realized one of the breakfast burrito items was missing."
"CUST-96184","2026-05-09","Warrington, PA","Order Accuracy","Wrong item","DoorDash","Moderate","My receipt was correct, but the breakfast burrito in the bag was wrong. I have ordered from Taco Alley before and expected better."
"CUST-93000","2026-01-14","Philadelphia, PA","Service","Ignored customer","Google Review","Moderate","Multiple employees walked past me without offering help."
"CUST-68654","2025-12-09","Philadelphia, PA","Cleanliness","Restroom","Google Review","Urgent","The restroom was in poor condition and supplies were empty."
"CUST-38157","2025-08-04","King of Prussia, PA","Food Quality","Cold food","Email","Urgent","The churros tasted like it had been sitting out for a while. I tried to resolve it at the restaurant but did not get much help."
"CUST-86304","2025-10-19","Lansdale, PA","Food Quality","Stale ingredients","Mobile App","Low","The street corn tasted like it had been made with yesterday's ingredients. I tried to resolve it at the restaurant but did not get much help."
"CUST-73246","2026-08-11","Warrington, PA","Order Accuracy","Wrong item","Website","Moderate","I ordered a churros, but received a completely different item."
"CUST-17329","2025-08-20","King of Prussia, PA","Service","Ignored customer","DoorDash","Low","I had to ask three times before someone would check on my order."
"CUST-78731","2026-06-21","Doylestown, PA","Order Accuracy","Wrong item","DoorDash","Low","The bag had someone else's steak burrito instead of mine."
"CUST-85399","2026-02-18","Princeton, NJ","Order Accuracy","Customization ignored","Uber Eats","Moderate","I requested gluten-free preparation, but that customization was ignored. The receipt and order confirmation both show what I originally requested."
"CUST-44413","2026-04-01","New Britain, PA","Food Quality","Undercooked/overcooked","In-store","High","My chips and queso seemed undercooked and I did not feel comfortable eating it."
"CUST-35703","2026-04-07","Princeton, NJ","Order Accuracy","Wrong item","DoorDash","Moderate","My receipt was correct, but the quesadilla in the bag was wrong."
"CUST-64209","2026-01-13","Philadelphia, PA","Delivery","Wrong address/dropoff","Website","Moderate","The delivery photo showed a location that was not my address. Please contact me about a refund or replacement."
"CUST-67732","2026-06-12","Doylestown, PA","Order Accuracy","Missing item","Uber Eats","Moderate","I paid for a fish tacos, but it was not in the bag. I tried to resolve it at the restaurant but did not get much help."
"CUST-41856","2025-09-13","Cherry Hill, NJ","App & Online Ordering","App error","Website","Moderate","The app crashed while I was trying to place my order."
"CUST-80517","2025-08-12","Lansdale, PA","App & Online Ordering","Order not received","Google Review","Low","I placed and paid for an online order, but the store said they never received it."
"CUST-96969","2025-10-12","Princeton, NJ","Food Quality","Portion size","In-store","Moderate","There was barely any filling in my street corn."
"CUST-96556","2026-07-02","Willow Grove, PA","Food Quality","Incorrect preparation","In-store","Low","I asked for gluten-free preparation, but the rice bowl was made incorrectly. Please contact me about a refund or replacement."
"CUST-59899","2026-06-29","Princeton, NJ","Delivery","Wrong address/dropoff","DoorDash","Moderate","My order was marked delivered, but it was not at my door."
"CUST-79391","2026-05-15","Willow Grove, PA","Product Availability","Out of stock","In-store","Low","Several menu items were unavailable when I tried to order. Please contact me about a refund or replacement."
"CUST-75700","2026-01-29","Willow Grove, PA","Order Accuracy","Wrong item","Email","Low","My receipt was correct, but the quesadilla in the bag was wrong."
"CUST-61491","2025-11-24","Warrington, PA","Cleanliness","Food handling","Mobile App","Moderate","The food preparation area did not look clean."
"CUST-53160","2026-03-07","Allentown, PA","Food Quality","Undercooked/overcooked","Email","Urgent","The meat in the breakfast burrito was cooked far too long and was tough. I have ordered from Taco Alley before and expected better."
"CUST-29025","2026-04-26","Cherry Hill, NJ","Service","Rude staff","Mobile App","Moderate","Customer service was poor and the cashier was unnecessarily disrespectful. The receipt and order confirmation both show what I originally requested."
"CUST-64269","2026-08-08","Philadelphia, PA","App & Online Ordering","Order not received","In-store","Moderate","I placed and paid for an online order, but the store said they never received it. I have ordered from Taco Alley before and expected better."
"CUST-90213","2025-09-24","Cherry Hill, NJ","Order Accuracy","Customization ignored","Mobile App","Low","My dietary customization (no sour cream) was not honored."
"CUST-72469","2026-01-31","Warrington, PA","Order Accuracy","Customization ignored","Website","Moderate","My dietary customization (gluten-free preparation) was not honored."
"CUST-35330","2026-04-09","Lansdale, PA","Service","Ignored customer","Uber Eats","Low","Multiple employees walked past me without offering help."
"CUST-67577","2025-09-03","Cherry Hill, NJ","Food Quality","Cold food","Mobile App","High","The chips and queso tasted like it had been sitting out for a while."
"CUST-61662","2026-06-08","Cherry Hill, NJ","Service","Slow service","DoorDash","Moderate","Service was extremely slow even though the restaurant was not busy."
"CUST-61853","2025-08-22","Doylestown, PA","App & Online Ordering","Menu mismatch","Phone","Moderate","The online menu showed options that this location does not carry. Please contact me about a refund or replacement."
"CUST-65372","2026-01-03","Willow Grove, PA","Delivery","Wrong address/dropoff","Email","High","The delivery photo showed a location that was not my address."
"CUST-24833","2026-03-20","Warrington, PA","Delivery","Late delivery","Website","Moderate","The delivery estimate kept changing and my food arrived much later than promised."
"CUST-36467","2025-08-13","Allentown, PA","Cleanliness","Food handling","Mobile App","High","I was concerned by the way employees were handling ready-to-eat ingredients."
"CUST-60343","2026-03-19","Princeton, NJ","Food Quality","Stale ingredients","Google Review","Low","The breakfast burrito tasted like it had been made with yesterday's ingredients. The receipt and order confirmation both show what I originally requested."
"CUST-28953","2026-01-19","Warrington, PA","Delivery","Late delivery","Mobile App","Low","The order was very late and the food was cold by the time it arrived."
"CUST-10463","2025-09-30","Cherry Hill, NJ","Billing & Pricing","Overcharged","Mobile App","Urgent","There is an extra charge on my receipt that I do not recognize. I have ordered from Taco Alley before and expected better."
"CUST-87183","2026-06-08","Allentown, PA","Billing & Pricing","Overcharged","Uber Eats","Low","There is an extra charge on my receipt that I do not recognize."
"CUST-29432","2025-12-21","Doylestown, PA","Service","Slow service","Phone","Low","I waited 30 minutes for a simple order."
"CUST-33363","2025-08-26","Warrington, PA","Delivery","Late delivery","Website","Moderate","My delivery arrived 40 minutes later than the estimate."
"CUST-49229","2026-02-01","King of Prussia, PA","Billing & Pricing","Duplicate charge","In-store","Low","The payment failed in the app, but I was still charged twice."
"CUST-64232","2025-10-02","Princeton, NJ","Order Accuracy","Wrong item","Email","Low","I ordered a chips and queso, but received a completely different item."
"CUST-89269","2026-06-19","Willow Grove, PA","Food Quality","Incorrect preparation","Website","Moderate","My chicken tacos was prepared completely differently from what I ordered."
"CUST-33580","2026-04-12","Cherry Hill, NJ","Service","Slow service","Uber Eats","Moderate","Service was extremely slow even though the restaurant was not busy."
"CUST-64346","2025-09-30","Philadelphia, PA","Order Accuracy","Wrong item","Phone","High","I ordered a chicken tacos, but received a completely different item."
"CUST-18891","2026-07-20","Willow Grove, PA","Food Quality","Stale ingredients","Email","Low","The breakfast burrito tasted like it had been made with yesterday's ingredients."
"CUST-35430","2026-08-06","King of Prussia, PA","Order Accuracy","Customization ignored","In-store","High","The order clearly said no onions, and the restaurant did not follow it."
"CUST-80381","2026-06-18","King of Prussia, PA","Cleanliness","Food handling","Uber Eats","Urgent","The food preparation area did not look clean."
"CUST-99848","2026-01-09","King of Prussia, PA","Service","Slow service","In-store","Low","It took 75 minutes before my order was ready."
"CUST-61061","2026-02-09","Warrington, PA","Cleanliness","Restroom","Mobile App","Moderate","The restroom was dirty and out of soap."
"CUST-49666","2026-04-12","Lansdale, PA","Delivery","Damaged/spilled","Phone","Moderate","The delivery bag was damaged and food had spilled inside it."
"CUST-75543","2026-03-16","Warrington, PA","Service","Rude staff","In-store","High","The employee at the counter was dismissive when I asked about my order."
"CUST-14791","2026-04-22","Allentown, PA","Food Quality","Undercooked/overcooked","Mobile App","Moderate","The meat in the street corn was cooked far too long and was tough. This was especially frustrating because I was ordering during my lunch break."
"CUST-16047","2026-06-01","New Britain, PA","Order Accuracy","Customization ignored","Website","Low","I requested no sour cream, but that customization was ignored."
"CUST-35237","2026-06-24","Willow Grove, PA","Service","Ignored customer","Phone","Low","I had to ask three times before someone would check on my order."
"CUST-83351","2025-09-28","Princeton, NJ","Order Accuracy","Wrong item","In-store","High","The bag had someone else's breakfast burrito instead of mine. I tried to resolve it at the restaurant but did not get much help."
"CUST-50812","2025-12-24","Cherry Hill, NJ","Food Quality","Portion size","Phone","Low","There was barely any filling in my street corn. The receipt and order confirmation both show what I originally requested."
"CUST-17051","2026-07-12","New Britain, PA","App & Online Ordering","Menu mismatch","In-store","Low","Prices in the app did not match the prices at the store."
"CUST-97932","2026-01-18","Princeton, NJ","Service","Rude staff","Phone","Moderate","Customer service was poor and the cashier was unnecessarily disrespectful."
"CUST-39333","2026-07-17","Warrington, PA","Food Quality","Undercooked/overcooked","Uber Eats","High","The meat in the quesadilla was cooked far too long and was tough. I tried to resolve it at the restaurant but did not get much help."
"CUST-52567","2026-07-07","Allentown, PA","App & Online Ordering","Menu mismatch","Google Review","High","Prices in the app did not match the prices at the store."
"CUST-89225","2025-10-27","Cherry Hill, NJ","Service","Rude staff","Email","Moderate","The staff member I spoke with was rude and seemed annoyed that I had a question."
"CUST-62535","2025-09-06","Cherry Hill, NJ","Food Quality","Cold food","Email","Moderate","The taco salad tasted like it had been sitting out for a while."
"CUST-87459","2026-01-22","Philadelphia, PA","Service","Ignored customer","Phone","High","I stood at the counter for several minutes before anyone acknowledged me."
"CUST-88128","2025-09-09","Allentown, PA","Cleanliness","Restroom","Uber Eats","Low","The restroom was in poor condition and supplies were empty."
"CUST-94540","2026-07-17","Doylestown, PA","Order Accuracy","Missing item","DoorDash","Low","I paid for a quesadilla, but it was not in the bag. This was especially frustrating because I was ordering during my lunch break."
"CUST-85750","2026-03-20","Allentown, PA","Food Quality","Incorrect preparation","Email","Moderate","My breakfast burrito was prepared completely differently from what I ordered."
"CUST-90149","2026-01-24","Princeton, NJ","Food Quality","Stale ingredients","Website","Moderate","The tortilla was stale and the vegetables seemed old."
"CUST-46989","2025-08-01","Doylestown, PA","Service","Rude staff","Google Review","Low","The staff member I spoke with was rude and seemed annoyed that I had a question."
"CUST-72242","2026-03-11","Warrington, PA","Order Accuracy","Customization ignored","Phone","Moderate","My dietary customization (mild salsa) was not honored."
"CUST-19403","2026-07-10","Doylestown, PA","Food Quality","Undercooked/overcooked","Mobile App","Moderate","My chips and queso seemed undercooked and I did not feel comfortable eating it."
"CUST-69558","2026-03-22","Princeton, NJ","Food Quality","Undercooked/overcooked","DoorDash","High","The meat in the chips and queso was cooked far too long and was tough. Please contact me about a refund or replacement."
"CUST-41031","2025-08-04","Princeton, NJ","Service","Slow service","Uber Eats","High","Service was extremely slow even though the restaurant was not busy."
"CUST-73115","2026-07-27","New Britain, PA","Order Accuracy","Customization ignored","Google Review","Low","My dietary customization (no cheese) was not honored."
"CUST-96997","2025-09-15","New Britain, PA","Food Quality","Portion size","Phone","Moderate","There was barely any filling in my guacamole."
"CUST-71503","2025-08-06","Cherry Hill, NJ","Billing & Pricing","Duplicate charge","Uber Eats","High","The payment failed in the app, but I was still charged twice."
"CUST-72018","2026-01-03","Cherry Hill, NJ","Billing & Pricing","Promotion not applied","Email","Low","I used a valid coupon, but the discount was not reflected in my total. I hope this can be addressed before my next visit."
"CUST-46418","2025-10-04","Willow Grove, PA","Food Quality","Cold food","Website","High","Everything in my order was lukewarm, especially the rice bowl."
"CUST-58466","2026-05-30","Warrington, PA","Food Quality","Stale ingredients","Mobile App","Moderate","The tortilla was stale and the vegetables seemed old."
"CUST-88059","2026-01-23","Warrington, PA","Order Accuracy","Customization ignored","Website","Urgent","I requested extra salsa, but that customization was ignored."
"CUST-25203","2026-01-24","Doylestown, PA","Cleanliness","Restroom","In-store","Moderate","The bathroom needed immediate cleaning. The receipt and order confirmation both show what I originally requested."
"CUST-29025","2026-07-28","Princeton, NJ","Food Quality","Undercooked/overcooked","DoorDash","High","My rice bowl seemed undercooked and I did not feel comfortable eating it. The receipt and order confirmation both show what I originally requested."
"CUST-79637","2026-07-16","King of Prussia, PA","App & Online Ordering","App error","In-store","Low","I kept getting an error when adding items to my cart."
"CUST-98511","2025-12-09","Lansdale, PA","Product Availability","Substitution","DoorDash","Moderate","I would rather have received a refund than an unrequested substitution. This was especially frustrating because I was ordering during my lunch break."
"CUST-11567","2026-07-11","Philadelphia, PA","Billing & Pricing","Duplicate charge","In-store","High","My card was charged twice for the same order. This was especially frustrating because I was ordering during my lunch break."
"CUST-91185","2025-12-07","New Britain, PA","Food Quality","Cold food","Phone","Low","Everything in my order was lukewarm, especially the guacamole."
"CUST-94922","2025-10-06","Cherry Hill, NJ","Food Quality","Portion size","DoorDash","Moderate","The serving size has gotten noticeably smaller. I hope this can be addressed before my next visit."
"CUST-46226","2025-09-08","Philadelphia, PA","Cleanliness","Dining area","Uber Eats","High","Several tables were dirty and had not been wiped down. The receipt and order confirmation both show what I originally requested."
"CUST-17872","2026-02-12","Willow Grove, PA","Billing & Pricing","Duplicate charge","DoorDash","Moderate","I see two identical charges for one purchase. This was especially frustrating because I was ordering during my lunch break."
"CUST-74494","2025-11-11","New Britain, PA","Product Availability","Substitution","DoorDash","Low","My order included a substitution I was never asked to approve."
"CUST-84887","2025-09-22","Willow Grove, PA","Food Quality","Undercooked/overcooked","In-store","Low","The churros was badly overcooked and dry."
"CUST-61292","2025-12-15","Cherry Hill, NJ","Cleanliness","Dining area","Mobile App","Moderate","The dining room floor was sticky and covered with food debris."
"CUST-73185","2025-08-02","New Britain, PA","Food Quality","Undercooked/overcooked","DoorDash","Urgent","My chips and queso seemed undercooked and I did not feel comfortable eating it."
"CUST-54572","2025-09-16","New Britain, PA","Delivery","Damaged/spilled","Google Review","Moderate","My breakfast burrito was crushed during delivery. The receipt and order confirmation both show what I originally requested."
"CUST-61131","2026-07-05","New Britain, PA","Cleanliness","Restroom","Phone","Low","The restroom was in poor condition and supplies were empty. Please contact me about a refund or replacement."
"CUST-18256","2025-08-13","Princeton, NJ","Delivery","Damaged/spilled","Phone","Moderate","My steak burrito was crushed during delivery. I have ordered from Taco Alley before and expected better."
"CUST-37745","2026-01-20","Princeton, NJ","Delivery","Damaged/spilled","In-store","Moderate","The delivery bag was damaged and food had spilled inside it."
"CUST-91051","2026-04-08","Doylestown, PA","Service","Ignored customer","In-store","Moderate","I had to ask three times before someone would check on my order. I have ordered from Taco Alley before and expected better."
"CUST-87469","2025-09-19","New Britain, PA","Order Accuracy","Customization ignored","Uber Eats","Moderate","I requested extra salsa, but that customization was ignored."
"CUST-98918","2026-03-07","Philadelphia, PA","Cleanliness","Dining area","Google Review","High","Several tables were dirty and had not been wiped down."
"CUST-53975","2025-11-18","New Britain, PA","Order Accuracy","Customization ignored","In-store","Moderate","My dietary customization (extra salsa) was not honored."
"CUST-92863","2026-05-25","Cherry Hill, NJ","Food Quality","Incorrect preparation","In-store","Low","The kitchen ignored my request for mild salsa. I have ordered from Taco Alley before and expected better."
"CUST-72391","2026-07-28","Warrington, PA","Order Accuracy","Missing item","Email","Moderate","My order was missing the guacamole. This was especially frustrating because I was ordering during my lunch break."
"CUST-75521","2026-06-09","Cherry Hill, NJ","Food Quality","Stale ingredients","In-store","Moderate","The guacamole tasted like it had been made with yesterday's ingredients."
"CUST-80742","2026-04-29","Princeton, NJ","Product Availability","Substitution","Website","Moderate","The restaurant replaced my chips and queso without contacting me. This was especially frustrating because I was ordering during my lunch break."
"CUST-30940","2026-07-17","Doylestown, PA","Food Quality","Incorrect preparation","Uber Eats","Moderate","The kitchen ignored my request for gluten-free preparation."
"CUST-16875","2026-03-21","Princeton, NJ","Food Quality","Stale ingredients","In-store","Low","The tortilla was stale and the vegetables seemed old."
"CUST-52725","2026-08-05","Philadelphia, PA","Food Quality","Cold food","Uber Eats","Moderate","The street corn tasted like it had been sitting out for a while."
"CUST-38922","2026-02-28","New Britain, PA","Food Quality","Stale ingredients","Phone","Moderate","The ingredients in my steak burrito did not taste fresh. The receipt and order confirmation both show what I originally requested."
"CUST-27878","2026-03-21","Allentown, PA","Service","Slow service","Mobile App","Moderate","I waited 30 minutes for a simple order."
"CUST-24563","2026-05-19","Allentown, PA","Billing & Pricing","Duplicate charge","In-store","Moderate","I see two identical charges for one purchase. The receipt and order confirmation both show what I originally requested."
"CUST-82450","2026-06-10","Lansdale, PA","Service","Rude staff","Mobile App","Moderate","The staff member I spoke with was rude and seemed annoyed that I had a question. The receipt and order confirmation both show what I originally requested."
"CUST-66917","2026-03-08","Cherry Hill, NJ","Food Quality","Portion size","Phone","Low","There was barely any filling in my nachos. The receipt and order confirmation both show what I originally requested."
"CUST-76088","2025-08-21","Doylestown, PA","Order Accuracy","Customization ignored","Uber Eats","Moderate","I requested no cheese, but that customization was ignored."
"CUST-63296","2025-09-12","Lansdale, PA","Service","Slow service","In-store","Moderate","Service was extremely slow even though the restaurant was not busy."
"CUST-84760","2026-01-04","Cherry Hill, NJ","Food Quality","Stale ingredients","Mobile App","Moderate","The ingredients in my breakfast burrito did not taste fresh."
"CUST-10178","2026-02-06","New Britain, PA","Food Quality","Undercooked/overcooked","Uber Eats","High","My quesadilla seemed undercooked and I did not feel comfortable eating it."
"CUST-20611","2025-12-17","Cherry Hill, NJ","Order Accuracy","Customization ignored","Phone","High","The order clearly said no cheese, and the restaurant did not follow it."
"CUST-32972","2026-03-27","Princeton, NJ","App & Online Ordering","Menu mismatch","In-store","Moderate","The app let me order an item that the restaurant said was unavailable. I tried to resolve it at the restaurant but did not get much help."
"CUST-86037","2026-06-29","Lansdale, PA","Billing & Pricing","Duplicate charge","Uber Eats","High","The payment failed in the app, but I was still charged twice. This was especially frustrating because I was ordering during my lunch break."
"CUST-55249","2025-12-20","Allentown, PA","Billing & Pricing","Overcharged","In-store","Low","There is an extra charge on my receipt that I do not recognize."
"CUST-70014","2026-07-11","New Britain, PA","Service","Ignored customer","Website","Low","I stood at the counter for several minutes before anyone acknowledged me."
"CUST-36772","2025-10-15","Princeton, NJ","Food Quality","Incorrect preparation","Uber Eats","Low","The kitchen ignored my request for no onions. The receipt and order confirmation both show what I originally requested."
"CUST-18250","2026-03-16","Doylestown, PA","Product Availability","Out of stock","In-store","Low","Several menu items were unavailable when I tried to order."
"CUST-97274","2026-07-02","Princeton, NJ","App & Online Ordering","App error","Google Review","Moderate","The mobile app would not let me complete checkout."
"CUST-47767","2025-11-25","Doylestown, PA","Cleanliness","Restroom","Uber Eats","Moderate","The bathroom needed immediate cleaning. I tried to resolve it at the restaurant but did not get much help."
"CUST-25324","2026-07-29","Doylestown, PA","Food Quality","Stale ingredients","Mobile App","Low","The tortilla was stale and the vegetables seemed old. I have ordered from Taco Alley before and expected better."
"CUST-29391","2025-08-18","King of Prussia, PA","Product Availability","Out of stock","Google Review","Urgent","Several menu items were unavailable when I tried to order. The receipt and order confirmation both show what I originally requested."
"CUST-51971","2026-04-13","Warrington, PA","Service","Rude staff","Mobile App","High","Customer service was poor and the cashier was unnecessarily disrespectful."
"CUST-67947","2026-05-21","King of Prussia, PA","Food Quality","Portion size","Mobile App","High","The serving size has gotten noticeably smaller."
"CUST-22121","2026-02-22","King of Prussia, PA","Billing & Pricing","Duplicate charge","Phone","Moderate","I see two identical charges for one purchase. This was especially frustrating because I was ordering during my lunch break."
"CUST-21452","2026-05-03","Princeton, NJ","Food Quality","Incorrect preparation","Uber Eats","Moderate","My street corn was prepared completely differently from what I ordered. This was especially frustrating because I was ordering during my lunch break."
"CUST-58867","2026-08-02","Doylestown, PA","Order Accuracy","Wrong item","DoorDash","Moderate","The bag had someone else's churros instead of mine."
"CUST-47831","2026-03-16","Warrington, PA","Order Accuracy","Wrong item","DoorDash","High","The bag had someone else's guacamole instead of mine."
"CUST-78852","2025-10-13","King of Prussia, PA","Cleanliness","Restroom","Phone","Low","The restroom was in poor condition and supplies were empty."
"CUST-70570","2025-12-18","Cherry Hill, NJ","Food Quality","Portion size","DoorDash","Low","There was barely any filling in my steak burrito."
"CUST-49834","2025-08-22","Allentown, PA","Billing & Pricing","Overcharged","Email","High","I was charged more than the price shown on the menu."
